genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-337-E18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.66310798,3081078,930667,31,156637,33,54,1.72
AG-337-E19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.685301521,3191567,1121981,47,283213,29,84,1.34
AG-337-E20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.552326483,3083854,1428618,27,364641,29,93,1.54
AG-337-E21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.738542418,2966520,873424,69,82123,29,40,
AG-337-E22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.794126023,3061014,679254,34,142025,29,58,1.17
AG-337-E23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.65239205,3240575,778381,51,116848,29,59,1.32
AG-337-F02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.586210364,2562805,1380078,46,228743,29,84,1.64
AG-337-F03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.745953707,3517673,747253,44,74051,34,45,
AG-337-F04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.542726853,333817,357029,34,30004,30,38,
AG-337-F05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.272711573,414543,234556,34,37702,30,11,
AG-337-F07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.011877788,2758475,403347,41,41020,28,21,
AG-337-F08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.134578952,325371,723637,42,129880,33,45,
AG-337-F09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.031824978,316652,197605,18,43361,30,4,
AG-337-F11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.355029582,327349,528459,51,53015,34,34,
AG-337-F13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.292673255,453285,407730,34,47629,34,40,
AG-337-F14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.138503306,435446,247756,33,18807,34,24,
AG-337-F15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.725131621,3503393,1176933,40,125451,29,78,1.51
AG-337-F16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.5628805,264798,478743,42,46975,30,41,
AG-337-F17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.631669723,374017,435389,42,43152,29,38,
AG-337-F18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.206687342,316117,472549,71,55590,31,23,
AG-337-F19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.552760772,409102,786296,71,60260,31,28,
AG-337-F20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.150668752,289776,112941,10,23416,58,0,
AG-337-F21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,0.58,1.600119582,4025660,1715669,110,77165,41,47,
AG-337-F22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.030824455,460429,302351,30,37302,30,15,
AG-337-F23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.130936104,493823,411370,31,69821,30,23,
AG-337-G02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.838733917,2950440,1107797,76,70556,31,47,
AG-337-G03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.652792007,2986253,1044739,8,518012,33,61,1.71
AG-337-G04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.648971368,17673915,1330070,23,160141,29,94,1.41
AG-337-G05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.92746309,3357830,1002640,40,206579,33,78,1.29
AG-337-G06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.746460997,13395643,1270863,20,250344,33,96,1.32
AG-337-G07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.073803111,305706,440172,38,44628,34,22,
AG-337-G08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.373798612,251296,398518,44,31222,53,0,
AG-337-G09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.759419939,3356892,937062,37,193054,33,60,1.56
AG-337-G10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.725591196,3193161,1065499,24,183260,32,71,1.5
AG-337-G11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.820573596,3143211,1059717,34,112533,30,92,1.15
AG-337-G14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.243453056,361686,212536,23,38190,29,13,
AG-337-G15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.744106358,312699,442437,39,36415,30,31,
AG-337-G16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.640979468,326646,599370,30,127019,31,46,
AG-337-G17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.192449388,285226,57750,17,7985,54,0,
AG-337-G18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.71382862,385847,463721,37,84529,30,47,
AG-337-G20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.569984443,3484261,1181817,16,324733,33,64,1.85
AG-337-G21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.737399241,3505689,947007,43,139448,29,80,1.18
AG-337-G22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.167095668,349001,933991,86,63866,31,30,
AG-337-I02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.698707775,5235294,1452096,41,310233,29,79,1.84
AG-337-I03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.797703335,3124790,1078643,46,90723,31,57,1.89
AG-337-I04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.585792815,230115,21889,5,10371,27,0,
AG-337-I05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.289427709,414408,46355,6,16433,31,0,
AG-337-I06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.720027696,370538,425356,50,34511,30,32,
AG-337-I07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.775206833,203330,101783,15,14243,30,0,
AG-337-I08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.356493754,347902,459537,55,46272,38,21,
AG-337-I09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.005310542,427929,97549,6,31186,35,7,
AG-337-I10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.898469817,2781309,1063673,41,110895,29,87,1.22
AG-337-I11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.86074804,3597936,1882126,267,36239,51,68,2.77
AG-337-I13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.79387226,2863674,800712,31,133465,29,66,1.21
AG-337-I15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.861096251,3346431,650570,27,102943,34,44,
AG-337-I16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.743863286,3287575,1240392,47,137751,31,64,1.94
AG-337-I17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.66908319,2704650,1200378,13,634277,35,80,1.5
AG-337-I18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.842228629,3371942,1146641,40,120953,30,73,1.57
AG-337-I19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.550924786,459484,81304,18,8404,33,0,
AG-337-I20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.682148,4037055,912962,33,146898,36,53,1.72
AG-337-I21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.110615189,491715,403503,32,40621,30,21,
AG-337-I22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.610014889,3381676,1218065,34,148434,31,82,1.49
AG-337-I23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.866509638,3169341,675594,67,53193,30,29,
AG-337-J02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.957226567,2518203,830486,41,106299,30,54,1.54
AG-337-J04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.145671719,354204,243880,23,38354,31,0,
AG-337-J06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.132150334,408624,711374,37,83566,30,58,1.23
AG-337-J07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.891596854,3396048,946597,34,109789,34,51,1.86
AG-337-J08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.358459218,419105,293432,27,59953,38,17,
AG-337-J09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.965308436,3069853,982615,42,138977,30,73,1.35
AG-337-J10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.000515403,360305,583790,51,41488,30,52,1.12
AG-337-J11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.934059287,3154199,735071,45,113583,31,51,1.44
AG-337-J13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.949852015,2712408,755253,49,86326,30,28,
AG-337-J14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.599970315,2929256,2219098,78,195159,43,52,4.27
AG-337-J15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.803244828,3406745,771269,28,107763,33,59,1.31
AG-337-J16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.823643867,3601332,1268208,94,62842,51,55,2.31
AG-337-J17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.189355435,400079,57134,17,5282,32,0,
AG-337-J18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.814206466,3171016,1096772,58,103634,31,53,2.07
AG-337-J19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.682440452,3045812,836120,28,96613,34,50,1.67
AG-337-J20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.427105519,475854,319332,30,53015,30,32,
AG-337-J21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.282738346,565668,387496,51,27051,29,45,
AG-337-J22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.665821811,3616122,1044770,41,122625,30,80,1.31
AG-337-J23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.786014588,4549405,1044560,46,202542,34,69,1.51
AG-337-K02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.352189846,89141,268771,21,48790,30,17,
AG-337-K03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.280554513,203647,279309,25,39497,30,25,
AG-337-K04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.006878383,3002859,842335,42,90170,30,52,1.62
AG-337-K06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.059429022,335182,553387,42,62696,30,36,
AG-337-K07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.187212982,210291,291713,28,36038,28,19,
AG-337-K08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.249875367,332176,177151,28,16353,32,21,
AG-337-K09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.048108275,105200,294107,24,71431,34,31,
AG-337-K10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.881666168,3107164,914868,14,419405,31,88,1.04
AG-337-K11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.594249916,197617,28639,5,7581,29,4,
AG-337-K13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.148342977,237057,532594,43,58980,29,44,
AG-337-K14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.787460832,3475621,879485,24,230953,32,59,1.49
AG-337-K15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.853968779,2895009,1260842,38,158899,30,81,1.56
AG-337-K16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.812320087,2838947,872623,23,130968,34,46,
AG-337-K17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.710895963,3271950,1666657,35,206741,37,87,1.92
AG-337-K18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.618364696,375834,546822,40,44133,34,37,
AG-337-K19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.950555171,3131823,818750,43,93611,30,66,1.24
AG-337-K20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.439672741,306858,627005,50,65097,30,55,1.14
AG-337-K21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.774831288,3199134,1087454,45,163268,31,78,1.39
AG-337-K22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.780792474,2976430,587914,21,134478,31,41,
AG-337-K23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.791822993,3135814,738106,59,94444,30,33,
AG-337-L02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.925261499,5299727,938396,44,134526,31,45,
AG-337-L03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.950546986,2905413,873975,46,97710,29,45,
AG-337-L04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.478732071,364760,449827,42,38672,30,43,
AG-337-L05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.103945927,417691,426719,39,83944,34,23,
AG-337-L06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.874154949,3515038,1239334,57,136428,31,57,2.17
AG-337-L07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.599106009,339457,446399,52,35234,32,0,
AG-337-L09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.936318144,3082480,718316,33,122186,32,67,1.07
AG-337-L10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.047302642,148517,381771,40,41494,31,14,
AG-337-L11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.248779095,332611,39988,8,6854,29,0,
AG-337-L13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.127494729,475749,389062,53,26127,37,12,
AG-337-L14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.530945943,363604,92804,11,25701,31,8,
AG-337-L15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.783068495,2748360,1148299,34,173749,31,79,1.45
AG-337-L16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.948037915,2982209,1141440,60,90963,29,77,1.48
AG-337-L17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.284667693,349784,253517,28,26465,29,4,
AG-337-L18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.121500762,269767,415824,36,52844,30,25,
AG-337-L20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.95115556,2770664,561049,30,114371,34,28,
AG-337-L21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.840003572,3298100,710792,61,138827,30,40,
AG-337-L22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.245309314,411639,502079,42,64308,30,43,
AG-337-L23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.678271285,3335332,966189,52,76517,31,50,1.93
AG-337-M02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.202421009,143371,200623,22,38062,30,11,
AG-337-M03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.989285325,3022075,1175188,88,48990,31,39,
AG-337-M04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.465771866,253577,460000,46,106763,30,23,
AG-337-M05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.176515979,297578,239023,16,45875,29,13,
AG-337-M06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.01141034,3242185,832549,58,53434,30,66,1.26
AG-337-M07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.071061655,317612,722145,45,61728,31,61,1.18
AG-337-M09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.081975374,285080,656430,49,100494,29,20,
AG-337-M10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.940228771,3280123,765930,34,78905,31,50,1.53
AG-337-M11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.999518526,3351079,1101657,41,122593,30,60,1.84
AG-337-M13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.975101101,2858314,508830,27,61442,31,31,
AG-337-M14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.902298687,356271,484849,45,33692,30,36,
AG-337-M15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.936502834,3189834,740960,30,121081,29,73,1.02
AG-337-M16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.314469364,358156,255619,28,50806,31,19,
AG-337-M19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.295795326,382176,209602,24,26066,30,15,
AG-337-M20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.929963878,3533892,661908,42,79159,33,41,
AG-337-M21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.94417659,3039918,829416,56,86116,30,73,1.14
AG-337-M22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.873594795,3812043,1043261,83,43018,51,18,
AG-337-M23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.736886987,3337823,986690,64,82381,31,53,1.86
AG-337-N02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.839200641,2988520,1337552,63,119002,29,81,1.65
AG-337-N03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.185224365,140153,383693,42,43466,32,19,
AG-337-N04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.963217071,3161520,852652,48,89934,29,81,1.05
AG-337-N05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,3.192823471,321535,122011,25,12870,32,7,
AG-337-N06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.492008161,311158,250425,38,18500,31,17,
AG-337-N07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.664808011,231286,145219,15,23307,30,13,
AG-337-N08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.980096456,3464715,992085,56,141361,33,74,1.34
AG-337-N09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.329419312,311649,275978,28,28879,30,42,
AG-337-N10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.785670965,315996,377043,33,62479,30,28,
AG-337-N11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.440487342,372505,517775,37,82791,35,26,
AG-337-N13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.462767623,339725,426479,46,41150,30,17,
AG-337-N14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.480828549,339537,450996,38,62587,32,40,
AG-337-N15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.618406851,367642,259232,26,27392,34,8,
AG-337-N16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.472959884,319061,157708,14,28894,30,4,
AG-337-N17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.809936836,3437883,777228,45,87341,34,63,1.23
AG-337-N19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.791230718,3365693,922854,41,91401,33,54,1.71
AG-337-N20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.896318431,3491039,843531,52,106537,31,54,1.56
AG-337-N21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.664308555,10976539,2044868,55,273483,31,80,2.56
AG-337-N23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.945036763,3381051,675176,56,74783,30,38,
AG-337-O02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.780728559,3013628,762971,28,104389,29,54,1.41
AG-337-O03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.849952389,3163227,794951,37,140985,30,73,1.09
AG-337-O04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.79225843,3856049,768397,43,81411,35,49,
AG-337-O05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.919130607,3334145,1061826,47,135655,30,77,1.38
AG-337-O06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.778318689,3328885,1175422,30,224725,35,69,1.7
AG-337-O08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.040562035,329872,626926,48,61008,52,14,
AG-337-O09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.031868023,356214,532033,51,43384,30,37,
AG-337-O10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.254381833,416253,677215,67,89744,31,30,
AG-337-O11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.970046874,3415817,440674,25,48078,31,36,
AG-337-O13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.742239059,3218364,977438,24,166026,34,62,1.58
AG-337-O14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.222707132,334403,228959,25,29905,29,23,
AG-337-O15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.65804232,3572772,1724280,58,178632,31,67,2.57
AG-337-O16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.742272627,3309970,865292,29,177945,30,72,1.2
AG-337-O17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.885198362,3408642,851001,36,124271,32,48,
AG-337-O18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.836871201,3604853,804617,48,85255,32,45,
AG-337-O19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.944404098,5424965,774570,84,44066,51,23,
AG-337-O20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.956217684,4329305,576185,43,73219,33,40,
AG-337-O21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.6209054,3697771,1015071,37,310100,34,58,1.75
AG-337-O22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.306576821,500409,151141,26,16828,31,4,
AG-337-O23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.716136763,3655256,890646,47,93156,35,52,1.71
AG-337-P01,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.173109267,201206,210162,21,51361,30,16,
AG-337-P02,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.739817273,3068306,777886,36,120769,33,46,
AG-337-P03,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.889271315,3217053,777960,61,56631,30,62,1.25
AG-337-P04,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.776036918,3223388,814555,30,134811,29,76,1.07
AG-337-P05,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.832245858,3264217,908916,30,177510,34,69,1.32
AG-337-P06,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.993141879,3728426,507612,38,46199,38,31,
AG-337-P07,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.004508287,2824210,1096487,90,45489,55,33,
AG-337-P08,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.171077233,407117,176273,20,42062,30,13,
AG-337-P09,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.10834882,368283,328426,29,55600,29,30,
AG-337-P10,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.809659837,3538524,1030161,43,116895,29,63,1.64
AG-337-P11,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.042671579,398903,318568,22,35623,30,19,
AG-337-P13,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.679779327,3367469,1231851,44,143870,31,81,1.52
AG-337-P14,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.858637694,2700038,628761,39,86109,29,37,
AG-337-P15,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.090647339,468317,215194,22,32574,30,18,
AG-337-P16,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.811186412,3376767,688379,44,71227,33,32,
AG-337-P17,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.059174681,415737,348834,29,41022,30,21,
AG-337-P18,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,2.270687786,356594,622369,63,42350,29,22,
AG-337-P19,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.818428405,4187955,1033007,47,125903,32,58,1.78
AG-337-P20,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.598358893,3705986,909640,63,89913,31,57,1.6
AG-337-P21,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.787894369,3415223,954610,52,159202,29,35,
AG-337-P22,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.722141378,3667823,825640,47,95068,37,52,1.59
AG-337-P23,SWC-05,"Mixed layer, 50% PAR",Syto9-Prok,<0.5,1.765913434,4121532,446624,37,66313,34,41,
AG-343-A01,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,2.13026024,215690,335391,39,31323,31,30,
AG-343-A03,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,2.076033862,1956857,513883,44,40465,30,42,
AG-343-A04,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,2.198398014,200501,280161,23,40438,29,21,
AG-343-A05,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,1.920262821,1957238,804847,51,77819,29,49,
AG-343-A06,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,1.858826629,2510214,1070662,86,56889,45,42,
AG-343-A07,SWC-06,"DCM, only 3% of Pro detected by qPCR",Syto9-Prok,<0.5,2.058142797,1837510,839652,82,47078,28,43,
