genome	system	instances
AM-685-B06	PD-T4-8	1
AM-685-B06	BREX	1
AM-685-B06	RM	2
AM-685-B07	RM	4
AM-685-B08	RM	1
AM-685-B09	AbiE	2
AM-685-B09	RM	4
AM-685-B09	Cas	2
AM-685-B10	AbiE	2
AM-685-B10	RM	3
AM-685-B11	RM	1
AM-685-B11	Cas	1
AM-685-B13	AbiE	1
AM-685-B14	SoFic	1
AM-685-B14	RM	1
AM-685-B15	SoFic	1
AM-685-B15	RM	1
AM-685-B16	RM	1
AM-685-B17	Shedu	1
AM-685-B17	AbiE	1
AM-685-B17	RM	2
AM-685-B19	BREX	1
AM-685-B19	CBASS	1
AM-685-B19	RM	2
AM-685-B20	AbiE	1
AM-685-B20	SanaTA	1
AM-685-B21	AbiU	1
AM-685-B21	Lamassu	1
AM-685-B21	CapRel	1
AM-685-B21	RM	1
AM-685-B23	RM	1
AM-685-C03	AbiE	1
AM-685-C03	Hachiman	1
AM-685-C06	RM	1
AM-685-C07	CapRel	1
AM-685-C07	RM	2
AM-685-C09	AbiE	5
AM-685-C09	SoFic	2
AM-685-C09	SanaTA	1
AM-685-C09	RM	4
AM-685-C11	AbiJ	1
AM-685-C11	RM	4
AM-685-C13	AbiE	1
AM-685-C13	RM	6
AM-685-C14	ShosTA	1
AM-685-C14	RM	4
AM-685-C14	Cas	1
AM-685-C15	Cas	2
AM-685-C17	RM	1
AM-685-C18	Lamassu	1
AM-685-C18	SanaTA	1
AM-685-C18	SoFic	2
AM-685-C18	RM	3
AM-685-C18	Cas	1
AM-685-C21	AbiE	2
AM-685-C21	RloC	1
AM-685-C21	Wadjet	2
AM-685-C21	Qat	1
AM-685-C21	PD-T7-2	1
AM-685-C21	pAgo	1
AM-685-C21	BREX	1
AM-685-C21	PfiAT	1
AM-685-C21	SoFic	1
AM-685-C21	RM	12
AM-685-C21	Cas	2
AM-685-C22	RM	2
AM-685-C23	AbiE	2
AM-685-C23	SoFic	1
AM-685-C23	SanaTA	1
AM-685-C23	RM	3
AM-685-D03	AbiE	2
AM-685-D03	Wadjet	1
AM-685-D03	PD-T7-2	1
AM-685-D03	SoFic	2
AM-685-D03	BREX	1
AM-685-D03	pAgo	1
AM-685-D03	RM	7
AM-685-D03	Cas	1
AM-685-D04	AbiU	1
AM-685-D04	Dnd	1
AM-685-D05	RloC	1
AM-685-D05	PD-T7-2	1
AM-685-D05	SoFic	2
AM-685-D05	PfiAT	1
AM-685-D05	pAgo	1
AM-685-D05	RM	6
AM-685-D05	Cas	2
AM-685-D06	AbiU	2
AM-685-D06	RM	2
AM-685-D08	AbiH	1
AM-685-D09	RM	1
AM-685-D11	RM	2
AM-685-D13	RM	3
AM-685-D15	Gabija	1
AM-685-D15	Septu	1
AM-685-D15	Retron	1
AM-685-D15	RM	6
AM-685-D16	RM	2
AM-685-D19	AbiO	1
AM-685-D19	RM	1
AM-685-D22	AbiU	1
AM-685-E02	RM	1
AM-685-E04	RM	1
AM-685-E05	RloC	1
AM-685-E05	Borvo	1
AM-685-E05	RM	4
AM-685-E05	Cas	1
AM-685-E07	PsyrTA	1
AM-685-E09	RM	1
AM-685-E10	AbiE	1
AM-685-E10	SoFic	1
AM-685-E10	Tiamat	1
AM-685-E10	Retron	1
AM-685-E10	RM	1
AM-685-E11	RM	1
AM-685-E16	AbiU	1
AM-685-E16	Dnd	1
AM-685-E17	Dnd	1
AM-685-E18	AbiE	2
AM-685-E18	RM	2
AM-685-E19	PARIS	1
AM-685-E20	AbiE	3
AM-685-E20	PsyrTA	1
AM-685-E20	SoFic	2
AM-685-E20	PfiAT	1
AM-685-E20	SanaTA	1
AM-685-E20	RM	2
AM-685-E21	SoFic	2
AM-685-E21	SanaTA	1
AM-685-F03	SoFic	1
AM-685-F03	SanaTA	1
AM-685-F04	RM	2
AM-685-F06	RM	1
AM-685-F07	AbiE	5
AM-685-F07	SanaTA	2
AM-685-F07	SoFic	2
AM-685-F07	RM	4
AM-685-F09	PD-T7-2	1
AM-685-F09	BREX	1
AM-685-F09	RM	2
AM-685-F14	Lamassu	1
AM-685-F14	pAgo	1
AM-685-F14	SanaTA	1
AM-685-F14	PfiAT	2
AM-685-F14	RM	3
AM-685-F14	Cas	1
AM-685-F17	Lamassu	1
AM-685-F20	CBASS	1
AM-685-F21	Iet	1
AM-685-F21	DRT	1
AM-685-F21	PD-T4-5	1
AM-685-F21	Hachiman	1
AM-685-F23	RM	1
AM-685-G03	RM	1
AM-685-G07	SoFic	1
AM-685-G09	ShosTA	1
AM-685-G09	RM	4
AM-685-G10	Dnd	1
AM-685-G10	RM	1
AM-685-G11	AbiE	2
AM-685-G11	ShosTA	1
AM-685-G11	SoFic	1
AM-685-G11	PfiAT	2
AM-685-G11	SanaTA	1
AM-685-G11	RM	8
AM-685-G14	dXTPase	1
AM-685-G14	SoFic	1
AM-685-G14	RM	4
AM-685-G14	Cas	3
AM-685-G17	ShosTA	1
AM-685-G17	RM	4
AM-685-G19	Druantia	1
AM-685-G19	RM	5
AM-685-G19	Cas	1
AM-685-G20	AbiE	2
AM-685-G20	RM	3
AM-685-G21	AbiE	2
AM-685-G21	DarTG	1
AM-685-G21	CBASS	1
AM-685-G21	RM	5
AM-685-G22	AbiE	6
AM-685-G22	AbiL	1
AM-685-G22	DarTG	1
AM-685-G22	Tiamat	2
AM-685-G22	RM	10
AM-685-G22	Cas	2
AM-685-G23	Shedu	2
AM-685-G23	SoFic	1
AM-685-G23	RM	3
AM-685-I02	RM	2
AM-685-I03	dXTPase	1
AM-685-I03	RM	1
AM-685-I03	Cas	1
AM-685-I04	AbiU	1
AM-685-I05	PD-T7-5	1
AM-685-I05	SoFic	1
AM-685-I05	RM	3
AM-685-I05	Cas	1
AM-685-I06	AbiE	3
AM-685-I06	BREX	1
AM-685-I06	RM	4
AM-685-I07	RM	1
AM-685-I07	Cas	1
AM-685-I11	DarTG	1
AM-685-I13	AbiE	6
AM-685-I13	Gabija	1
AM-685-I13	Wadjet	1
AM-685-I13	SspBCDE	1
AM-685-I13	BREX	2
AM-685-I13	CBASS	1
AM-685-I13	Tiamat	1
AM-685-I13	RM	6
AM-685-I20	PD-T7-2	1
AM-685-I20	SoFic	1
AM-685-I20	RM	1
AM-685-I21	RM	2
AM-685-I23	RM	1
AM-685-J03	RM	1
AM-685-J04	RM	1
AM-685-J05	AbiU	1
AM-685-J05	RM	1
AM-685-J06	RM	1
AM-685-J08	AbiE	4
AM-685-J08	SoFic	2
AM-685-J08	SanaTA	2
AM-685-J11	PsyrTA	1
AM-685-J11	RM	2
AM-685-J11	Cas	1
AM-685-J14	AbiE	2
AM-685-J14	Menshen	1
AM-685-J14	BREX	2
AM-685-J14	SoFic	2
AM-685-J14	SanaTA	1
AM-685-J14	PfiAT	1
AM-685-J14	RM	2
AM-685-J15	AbiE	1
AM-685-J15	Thoeris	1
AM-685-J18	AbiE	1
AM-685-J19	RM	1
AM-685-J20	AbiU	1
AM-685-J20	RM	1
AM-685-J21	AbiD	1
AM-685-J21	RM	4
AM-685-J22	RM	1
AM-685-J23	SoFic	1
AM-685-J23	RM	2
AM-685-J23	Cas	1
AM-685-K05	AbiU	1
AM-685-K05	RM	3
AM-685-K07	AbiE	2
AM-685-K07	RloC	1
AM-685-K07	Wadjet	1
AM-685-K07	PD-T7-2	1
AM-685-K07	BREX	1
AM-685-K07	pAgo	1
AM-685-K07	PfiAT	1
AM-685-K07	RM	6
AM-685-K07	Cas	1
AM-685-K09	AbiE	2
AM-685-K09	AbiV	1
AM-685-K09	CBASS	1
AM-685-K09	BREX	1
AM-685-K09	RM	8
AM-685-K10	AbiE	1
AM-685-K10	RM	1
AM-685-K10	Cas	1
AM-685-K11	AbiE	2
AM-685-K11	SanaTA	1
AM-685-K13	AbiU	2
AM-685-K14	AbiE	2
AM-685-K14	AbiL	1
AM-685-K14	Hhe	1
AM-685-K14	BREX	1
AM-685-K14	SoFic	1
AM-685-K14	RM	9
AM-685-K14	Cas	2
AM-685-K15	RM	1
AM-685-K16	RM	1
AM-685-K17	AbiD	1
AM-685-K17	AbiE	2
AM-685-K17	PARIS	1
AM-685-K17	BREX	1
AM-685-K17	SoFic	1
AM-685-K17	RM	4
AM-685-K17	Cas	3
AM-685-K18	AbiE	2
AM-685-K18	RM	3
AM-685-K21	RM	1
AM-685-K22	AbiE	3
AM-685-K22	Eleos	1
AM-685-L05	RM	4
AM-685-L07	AbiU	1
AM-685-L07	RM	1
AM-685-L08	Eleos	1
AM-685-L08	SanaTA	1
AM-685-L08	RM	3
AM-685-L10	dXTPase	1
AM-685-L10	Septu	1
AM-685-L10	ShosTA	1
AM-685-L10	SoFic	1
AM-685-L10	RM	4
AM-685-L10	Cas	1
AM-685-L13	AbiU	1
AM-685-L13	RM	1
AM-685-L14	AbiJ	1
AM-685-L14	PARIS	1
AM-685-L14	RM	1
AM-685-L17	AbiU	1
AM-685-L17	RM	1
AM-685-L18	Uzume	1
AM-685-L18	RM	3
AM-685-L21	AbiU	1
AM-685-L23	Tiamat	1
AM-685-L23	RM	3
AM-685-M02	AbiE	2
AM-685-M02	BREX	2
AM-685-M02	RM	2
AM-685-M03	SoFic	2
AM-685-M03	RM	2
AM-685-M04	PsyrTA	1
AM-685-M04	RM	3
AM-685-M07	AbiE	1
AM-685-M07	SoFic	2
AM-685-M07	pAgo	1
AM-685-M07	PfiAT	1
AM-685-M07	RM	7
AM-685-M07	Cas	2
AM-685-M10	ShosTA	1
AM-685-M10	SoFic	2
AM-685-M10	RM	6
AM-685-M14	Uzume	2
AM-685-M14	RM	7
AM-685-M14	Cas	2
AM-685-M19	RM	4
AM-685-M20	PD-T7-5	1
AM-685-M20	RM	3
AM-685-M21	RM	2
AM-685-M21	Cas	1
AM-685-N03	AbiE	1
AM-685-N03	PD-T7-2	1
AM-685-N03	SoFic	1
AM-685-N03	PfiAT	1
AM-685-N03	RM	7
AM-685-N03	Cas	2
AM-685-N06	SoFic	1
AM-685-N06	SanaTA	1
AM-685-N06	RM	1
AM-685-N07	AbiE	1
AM-685-N07	RL	1
AM-685-N08	DUF4238	1
AM-685-N08	RM	1
AM-685-N09	RM	1
AM-685-N11	SspBCDE	1
AM-685-N13	RM	1
AM-685-N14	AbiU	1
AM-685-N15	AbiD	1
AM-685-N15	AbiE	6
AM-685-N15	AbiP2	1
AM-685-N15	SoFic	2
AM-685-N15	SanaTA	1
AM-685-N15	RM	2
AM-685-N16	SoFic	1
AM-685-N17	AbiE	1
AM-685-N17	RM	2
AM-685-N19	AbiE	3
AM-685-N19	AbiL	1
AM-685-N19	Dsr	1
AM-685-N19	RnlAB	1
AM-685-N19	RM	6
AM-685-N19	Cas	2
AM-685-N20	RM	2
AM-685-N21	AbiE	3
AM-685-N21	Mokosh	2
AM-685-N21	BREX	1
AM-685-N21	pAgo	1
AM-685-N21	RM	7
AM-685-N21	Cas	2
AM-685-N22	RM	2
AM-685-O02	AbiU	1
AM-685-O03	BREX	2
AM-685-O03	RM	1
AM-685-O04	RM	2
AM-685-O05	AbiE	3
AM-685-O05	SanaTA	1
AM-685-O05	RM	1
AM-685-O06	PsyrTA	1
AM-685-O06	SoFic	2
AM-685-O06	RM	4
AM-685-O13	RM	2
AM-685-O14	RM	2
AM-685-O18	RM	3
AM-685-O19	AbiU	1
AM-685-O20	Qat	1
AM-685-O20	RM	1
AM-685-O22	AbiE	2
AM-685-O22	Zorya	1
AM-685-O22	SoFic	1
AM-685-O23	RM	2
AM-685-O23	Cas	1
AM-685-P01	AbiD	1
AM-685-P01	AbiE	2
AM-685-P01	PARIS	1
AM-685-P01	SoFic	1
AM-685-P01	RM	2
AM-685-P01	Cas	1
AM-685-P02	AbiU	1
AM-685-P03	CBASS	1
AM-685-P03	RM	3
AM-685-P03	Cas	1
AM-685-P04	Lamassu	1
AM-685-P04	Shedu	1
AM-685-P04	Mokosh	1
AM-685-P04	CBASS	2
AM-685-P04	PfiAT	1
AM-685-P04	SoFic	1
AM-685-P04	RM	4
AM-685-P05	AbiE	4
AM-685-P05	AbiD	2
AM-685-P05	Tiamat	1
AM-685-P05	SoFic	2
AM-685-P05	RM	2
AM-685-P07	AbiE	2
AM-685-P07	BREX	1
AM-685-P07	RM	5
AM-685-P08	RM	1
AM-685-P10	DRT	2
AM-685-P10	PD-T7-2	1
AM-685-P10	Retron	1
AM-685-P10	RM	2
AM-685-P10	Cas	1
AM-685-P11	SoFic	1
AM-685-P11	RM	1
AM-685-P14	dXTPase	2
AM-685-P14	Sefir	1
AM-685-P14	RM	1
AM-685-P15	SoFic	1
AM-685-P15	RM	1
AM-685-P16	AbiU	1
AM-685-P17	RM	1
AM-685-P18	Cas	1
AM-685-P21	AbiD	1
AM-685-P21	MqsRAC	1
AM-685-P21	SspBCDE	1
AM-685-P21	RM	1
AM-685-P21	Cas	1
AM-685-P22	PsyrTA	1
AM-685-P22	RM	1
AM-685-P23	Viperin	1
AM-685-P23	RM	4
AM-689-A01	RM	4
AM-689-A01	Cas	2
AM-689-A03	Uzume	1
AM-689-A03	RM	4
AM-689-A05	RM	2
AM-689-A07	Retron	1
AM-689-A08	AbiU	2
AM-689-A08	RM	2
AM-689-A09	AbiE	5
AM-689-A09	SoFic	2
AM-689-A09	SanaTA	3
AM-689-A09	RM	1
AM-689-A10	SoFic	1
AM-689-A10	RM	2
AM-689-A11	PsyrTA	1
AM-689-A11	RM	3
AM-689-A11	Cas	3
AM-689-A13	AbiE	1
AM-689-A13	BREX	1
AM-689-A13	RM	3
AM-689-A13	Cas	1
AM-689-A15	SoFic	1
AM-689-A16	AbiE	2
AM-689-A16	Uzume	1
AM-689-A16	SanaTA	1
AM-689-A16	RM	2
AM-689-A16	Cas	1
AM-689-A17	AbiU	1
AM-689-A17	PsyrTA	1
AM-689-A17	RM	1
AM-689-A18	RL	1
AM-689-A18	RM	1
AM-689-A19	AbiE	6
AM-689-A19	SanaTA	3
AM-689-A19	RM	2
AM-689-A20	Gabija	1
AM-689-A20	AbiE	4
AM-689-A20	PfiAT	1
AM-689-A20	CBASS	1
AM-689-A20	RM	6
AM-689-A21	CBASS	1
AM-689-A21	RM	2
AM-689-A22	AbiU	1
AM-689-A23	AbiD	1
AM-689-A23	RM	3
AM-689-B02	AbiE	1
AM-689-B03	RM	1
AM-689-B04	AbiU	1
AM-689-B04	RM	2
AM-689-B05	RM	1
AM-689-B06	dXTPase	1
AM-689-B06	RM	7
AM-689-B08	BREX	1
AM-689-B09	AbiD	1
AM-689-B09	BREX	1
AM-689-B09	RM	6
AM-689-B09	Cas	1
AM-689-B10	BREX	1
AM-689-B10	RM	5
AM-689-B11	RM	2
AM-689-B13	RM	2
AM-689-B15	AbiU	1
AM-689-B15	Dnd	1
AM-689-B16	RM	4
AM-689-B17	PD-T7-5	1
AM-689-B17	SoFic	2
AM-689-B17	RM	5
AM-689-B18	AbiU	1
AM-689-B18	RM	1
AM-689-B21	AbiE	1
AM-689-B21	RM	1
AM-689-B22	RloC	2
AM-689-B22	AbiE	1
AM-689-B22	PD-T7-2	1
AM-689-B22	pAgo	1
AM-689-B22	RM	4
AM-689-B22	Cas	1
AM-689-B23	Uzume	1
AM-689-B23	RM	2
AM-689-C02	AbiE	4
AM-689-C02	SanaTA	1
AM-689-C02	RM	5
AM-689-C03	RM	2
AM-689-C04	RM	2
AM-689-C05	RloC	1
AM-689-C05	PD-T7-5	1
AM-689-C05	RM	7
AM-689-C06	Shedu	1
AM-689-C06	SoFic	1
AM-689-C06	RM	1
AM-689-C07	AbiL	1
AM-689-C07	AbiE	7
AM-689-C07	Tiamat	2
AM-689-C07	RM	6
AM-689-C08	Hhe	1
AM-689-C08	AbiE	2
AM-689-C08	PD-T7-2	1
AM-689-C08	BREX	1
AM-689-C08	Tiamat	2
AM-689-C08	PfiAT	1
AM-689-C08	RM	4
AM-689-C09	RM	1
AM-689-C10	AbiE	2
AM-689-C10	RM	9
AM-689-C10	Cas	1
AM-689-C11	RM	3
AM-689-C13	RM	4
AM-689-C14	AbiE	4
AM-689-C14	PsyrTA	1
AM-689-C14	SanaTA	1
AM-689-C14	BREX	1
AM-689-C14	SoFic	1
AM-689-C14	RM	4
AM-689-C15	CapRel	1
AM-689-C16	AbiU	1
AM-689-C20	AbiE	1
AM-689-C20	RL	1
AM-689-C21	RloC	1
AM-689-C21	Menshen	1
AM-689-C21	BREX	1
AM-689-C21	Sefir	1
AM-689-C21	RM	9
AM-689-C21	Cas	5
AM-689-D02	SoFic	1
AM-689-D02	RM	2
AM-689-D03	dXTPase	1
AM-689-D03	RM	1
AM-689-D03	Cas	1
AM-689-D04	SoFic	1
AM-689-D05	AbiU	1
AM-689-D05	RM	1
AM-689-D06	AbiE	2
AM-689-D06	RM	5
AM-689-D07	RM	1
AM-689-D10	Menshen	1
AM-689-D10	RosmerTA	1
AM-689-D10	CBASS	1
AM-689-D10	PfiAT	1
AM-689-D10	RM	5
AM-689-D14	AbiE	3
AM-689-D14	ShosTA	1
AM-689-D14	RM	3
AM-689-D14	Cas	3
AM-689-D15	RM	1
AM-689-D16	dXTPase	1
AM-689-D16	DarTG	1
AM-689-D16	RM	2
AM-689-D17	Gabija	1
AM-689-D17	RloC	1
AM-689-D17	PD-T7-2	1
AM-689-D17	Mokosh	1
AM-689-D17	BREX	1
AM-689-D17	CBASS	1
AM-689-D17	RM	9
AM-689-D18	PfiAT	1
AM-689-D18	RM	2
AM-689-D20	PsyrTA	1
AM-689-D20	RM	2
AM-689-D23	RM	2
AM-689-E02	Septu	1
AM-689-E02	RM	1
AM-689-E04	AbiE	1
AM-689-E04	Hachiman	1
AM-689-E04	BREX	1
AM-689-E05	AbiE	1
AM-689-E05	RM	2
AM-689-E06	AbiE	3
AM-689-E06	PsyrTA	1
AM-689-E06	SanaTA	2
AM-689-E07	AbiE	3
AM-689-E07	Borvo	1
AM-689-E07	BREX	1
AM-689-E07	RM	7
AM-689-E07	Cas	1
AM-689-E08	RM	1
AM-689-E09	AbiU	1
AM-689-E10	AbiE	1
AM-689-E10	Wadjet	1
AM-689-E10	PD-T7-2	1
AM-689-E10	SoFic	1
AM-689-E10	RM	4
AM-689-E10	Cas	3
AM-689-E13	dXTPase	1
AM-689-E13	BREX	1
AM-689-E15	PsyrTA	1
AM-689-E15	Shango	1
AM-689-E15	BREX	1
AM-689-E15	Sefir	1
AM-689-E15	RM	11
AM-689-E15	Cas	1
AM-689-E16	AbiD	1
AM-689-E16	BREX	1
AM-689-E16	RM	4
AM-689-E19	Shedu	1
AM-689-E19	Hachiman	1
AM-689-E19	RM	4
AM-689-E21	AbiU	1
AM-689-E21	RM	2
AM-689-E22	SoFic	1
AM-689-E22	Cas	1
AM-689-E23	Lamassu	1
AM-689-E23	RM	1
AM-689-F03	AbiE	1
AM-689-F04	AbiE	1
AM-689-F06	AbiE	6
AM-689-F06	PD-T4-1	1
AM-689-F06	Tiamat	2
AM-689-F06	RM	9
AM-689-F06	Cas	1
AM-689-F07	RM	1
AM-689-F08	Wadjet	1
AM-689-F08	BREX	1
AM-689-F08	RM	3
AM-689-F09	RM	1
AM-689-F10	dXTPase	1
AM-689-F10	DarTG	1
AM-689-F10	pAgo	2
AM-689-F10	RM	8
AM-689-F10	Cas	4
AM-689-F13	AbiJ	1
AM-689-F13	AbiE	3
AM-689-F13	Lamassu	1
AM-689-F13	PsyrTA	1
AM-689-F13	Zorya	1
AM-689-F13	Tiamat	1
AM-689-F13	RM	10
AM-689-F13	Cas	3
AM-689-F18	AbiU	1
AM-689-F18	RM	1
AM-689-F19	RM	6
AM-689-F19	Cas	2
AM-689-F20	dXTPase	1
AM-689-F20	BREX	1
AM-689-F21	dXTPase	1
AM-689-F21	ShosTA	1
AM-689-F21	SoFic	1
AM-689-F21	RM	4
AM-689-F21	Cas	1
AM-689-F22	AbiE	4
AM-689-F22	SoFic	1
AM-689-F22	RM	1
AM-689-F23	AbiE	1
AM-689-F23	AbiP2	1
AM-689-F23	SoFic	1
AM-689-F23	RM	1
AM-689-G02	Septu	1
AM-689-G02	SspBCDE	1
AM-689-G02	SoFic	1
AM-689-G02	RM	1
AM-689-G02	Cas	1
AM-689-G03	AbiU	1
AM-689-G03	RM	1
AM-689-G04	RM	3
AM-689-G06	PsyrTA	1
AM-689-G06	RM	2
AM-689-G07	RM	2
AM-689-G09	AbiU	1
AM-689-G09	RM	1
AM-689-G11	AbiU	1
AM-689-G14	AbiU	1
AM-689-G14	RM	1
AM-689-G16	RloC	1
AM-689-G16	RM	1
AM-689-G17	RM	5
AM-689-G18	RM	4
AM-689-G19	AbiU	1
AM-689-G19	Dnd	1
AM-689-G20	ShosTA	1
AM-689-G20	BREX	2
AM-689-G21	RM	1
AM-689-G22	AbiE	2
AM-689-I02	AbiU	1
AM-689-I02	RM	2
AM-689-I03	AbiE	4
AM-689-I03	BREX	1
AM-689-I03	RM	5
AM-689-I05	AbiD	1
AM-689-I05	Retron	1
AM-689-I05	SoFic	1
AM-689-I05	BREX	1
AM-689-I05	RM	2
AM-689-I08	AbiU	1
AM-689-I08	RM	1
AM-689-I09	AbiE	2
AM-689-I09	AbiD	1
AM-689-I09	AbiL	1
AM-689-I09	Septu	1
AM-689-I09	MqsRAC	1
AM-689-I09	BREX	2
AM-689-I09	CBASS	1
AM-689-I09	RM	4
AM-689-I10	RM	2
AM-689-I13	AbiE	3
AM-689-I13	SanaTA	1
AM-689-I13	RM	4
AM-689-I13	Cas	3
AM-689-I15	SanaTA	1
AM-689-I15	RM	2
AM-689-I15	Cas	1
AM-689-I17	Gabija	1
AM-689-I17	Mokosh	1
AM-689-I17	RM	1
AM-689-I18	RM	1
AM-689-I21	AbiE	2
AM-689-I21	Lamassu	1
AM-689-I21	Septu	1
AM-689-I21	SoFic	3
AM-689-I21	PfiAT	1
AM-689-I21	RM	5
AM-689-I22	Uzume	1
AM-689-J02	AbiE	2
AM-689-J02	RM	2
AM-689-J02	Cas	1
AM-689-J04	AbiU	1
AM-689-J05	AbiE	6
AM-689-J05	Zorya	1
AM-689-J05	SanaTA	3
AM-689-J05	SoFic	2
AM-689-J05	RM	3
AM-689-J06	AbiU	1
AM-689-J06	RM	1
AM-689-J07	AbiL	1
AM-689-J07	Gabija	1
AM-689-J07	AbiE	2
AM-689-J07	DarTG	1
AM-689-J07	BREX	1
AM-689-J07	Eleos	1
AM-689-J07	RM	7
AM-689-J10	ShosTA	1
AM-689-J10	Dnd	1
AM-689-J11	AbiE	3
AM-689-J11	BREX	1
AM-689-J11	RM	2
AM-689-J11	Cas	2
AM-689-J13	SoFic	1
AM-689-J14	RM	2
AM-689-J16	AbiU	1
AM-689-J16	RM	2
AM-689-J17	RM	1
AM-689-J18	RM	2
AM-689-J19	AbiE	4
AM-689-J19	Gabija	1
AM-689-J19	DarTG	1
AM-689-J19	PD-T4-3	1
AM-689-J19	BREX	3
AM-689-J19	Uzume	1
AM-689-J19	RM	8
AM-689-J19	Cas	2
AM-689-J21	AbiE	3
AM-689-J21	SanaTA	1
AM-689-J21	RM	4
AM-689-J21	Cas	1
AM-689-K02	Wadjet	1
AM-689-K02	RM	1
AM-689-K04	RM	5
AM-689-K06	RloC	1
AM-689-K06	Gabija	1
AM-689-K06	RM	7
AM-689-K06	Cas	1
AM-689-K08	Gabija	1
AM-689-K08	AbiL	1
AM-689-K08	AbiD	1
AM-689-K08	BREX	1
AM-689-K08	RM	5
AM-689-K08	Cas	4
AM-689-K09	Dpd	1
AM-689-K09	RM	2
AM-689-K09	Cas	1
AM-689-K10	AbiE	2
AM-689-K10	SoFic	1
AM-689-K10	pAgo	1
AM-689-K10	RM	4
AM-689-K14	RM	2
AM-689-K15	AbiE	1
AM-689-K15	SspBCDE	1
AM-689-K15	RM	1
AM-689-K16	AbiE	1
AM-689-K16	DarTG	1
AM-689-K16	CBASS	1
AM-689-K16	RM	2
AM-689-K16	Cas	1
AM-689-K17	SoFic	1
AM-689-K17	RM	1
AM-689-K18	AbiU	1
AM-689-K18	RM	2
AM-689-K19	PsyrTA	1
AM-689-K19	SanaTA	1
AM-689-K19	SoFic	1
AM-689-K19	RM	1
AM-689-K21	AbiU	1
AM-689-K21	RM	1
AM-689-K22	RM	1
AM-689-K23	RM	1
AM-689-L03	RM	2
AM-689-L03	Cas	1
AM-689-L06	RM	2
AM-689-L07	RM	1
AM-689-L08	AbiU	1
AM-689-L08	RM	3
AM-689-L09	RM	1
AM-689-L10	AbiE	2
AM-689-L10	AbiL	1
AM-689-L10	Dsr	1
AM-689-L10	RnlAB	1
AM-689-L10	RM	6
AM-689-L10	Cas	2
AM-689-L11	Wadjet	1
AM-689-L11	SoFic	2
AM-689-L11	RM	1
AM-689-L13	AbiE	1
AM-689-L13	RM	2
AM-689-L15	RM	1
AM-689-L17	AbiL	1
AM-689-L17	RM	2
AM-689-L19	dXTPase	1
AM-689-L19	CBASS	1
AM-689-L22	AbiE	2
AM-689-L22	RM	4
AM-689-L23	AbiE	1
AM-689-L23	RM	2
AM-689-M03	RM	1
AM-689-M04	AbiL	1
AM-689-M04	dXTPase	1
AM-689-M04	Septu	1
AM-689-M04	AVAST	1
AM-689-M04	Dsr	1
AM-689-M04	Sefir	1
AM-689-M04	RM	2
AM-689-M04	Cas	2
AM-689-M05	SspBCDE	1
AM-689-M05	RM	1
AM-689-M06	RM	1
AM-689-M07	AbiU	1
AM-689-M07	Dnd	1
AM-689-M09	RM	1
AM-689-M10	dXTPase	1
AM-689-M10	RloC	2
AM-689-M10	pAgo	1
AM-689-M16	SoFic	1
AM-689-M17	AbiE	2
AM-689-M17	Uzume	1
AM-689-M17	RM	2
AM-689-M17	Cas	1
AM-689-M18	AbiE	6
AM-689-M18	SanaTA	3
AM-689-M18	SoFic	2
AM-689-M18	RM	2
AM-689-M19	RM	3
AM-689-M20	AbiE	2
AM-689-M20	RM	2
AM-689-M20	Cas	2
AM-689-M22	AbiD	1
AM-689-M22	SanaTA	1
AM-689-M22	SoFic	1
AM-689-M22	RM	4
AM-689-M23	AbiE	1
AM-689-M23	PsyrTA	1
AM-689-M23	SoFic	2
AM-689-M23	RM	1
AM-689-N04	RM	1
AM-689-N05	AbiU	1
AM-689-N05	RM	4
AM-689-N06	PsyrTA	1
AM-689-N06	SoFic	1
AM-689-N06	RM	3
AM-689-N07	AbiU	1
AM-689-N07	RM	2
AM-689-N07	Cas	1
AM-689-N08	RM	1
AM-689-N09	BREX	1
AM-689-N09	RM	6
AM-689-N13	PsyrTA	1
AM-689-N15	Gabija	1
AM-689-N15	AbiE	1
AM-689-N15	PD-T7-2	1
AM-689-N15	BREX	1
AM-689-N15	RM	5
AM-689-N15	Cas	1
AM-689-N16	CapRel	1
AM-689-N17	Septu	1
AM-689-N17	RM	1
AM-689-N18	AbiE	4
AM-689-N18	Shedu	1
AM-689-N18	Ppl	1
AM-689-N18	DRT	1
AM-689-N18	PD-Lambda-1	1
AM-689-N18	Dnd	1
AM-689-N18	RM	6
AM-689-N18	Cas	5
AM-689-N19	AbiE	2
AM-689-N19	RM	2
AM-689-N20	Dnd	1
AM-689-N21	RM	1
AM-689-N22	AbiE	2
AM-689-N22	RloC	1
AM-689-N22	Wadjet	1
AM-689-N22	PD-T7-2	1
AM-689-N22	pAgo	1
AM-689-N22	SoFic	2
AM-689-N22	PfiAT	1
AM-689-N22	RM	12
AM-689-N22	Cas	2
AM-689-N23	AbiU	1
AM-689-N23	RM	2
AM-689-O02	CBASS	1
AM-689-O02	Uzume	1
AM-689-O02	RM	4
AM-689-O03	Lamassu	1
AM-689-O03	RloC	1
AM-689-O03	Eleos	1
AM-689-O03	Cas	1
AM-689-O04	RloC	2
AM-689-O04	RM	4
AM-689-O06	RM	2
AM-689-O07	RM	1
AM-689-O09	SspBCDE	1
AM-689-O09	BREX	1
AM-689-O09	RM	1
